DateComm	DateLiv	Nom	Prénom	Ancienneté	Secteur	CodePostal	Pays	TrancheHoraire	TypeFoyer	Produit	Allégé	NomGamme	NomRayon	Prix Unitaire	Quantité	Prix de Revient
15/02/2024	17/02/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	20	O6,48
15/02/2024	17/02/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Mascarpone Fabioli	0	Produits laitiers	Frais	22.85	4	16,17
17/11/2022	18/11/2022	Lort	Francisco	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Gravad lax	0	Poissons et fruits de mer	Frais	14.85	1	13,08
31/10/2022	02/11/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Nord-Ost Matjeshering	0	Poissons et fruits de mer	Frais	14.8	8	13,32
02/12/2022	04/12/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	5.5	13	O5,14
29/12/2022	31/12/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Thüringer Rostbratwurst	0	Viandes	Plats	70.7	20	58,4
19/10/2024	20/10/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Geitost	1	Produits laitiers	Frais	1.45	60	O1,38
26/10/2024	28/10/2024	Duhon	Jonas	Récent	Ivry	94200	France	Soirée	Célibataire sans enfant	Rössle Sauerkraut	0	Produits secs	Fruits & Légumes	26	6	23,36
31/10/2024	03/11/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Steeleye Stout	0	Alcools	Boissons	10.3	40	O9,58
15/11/2024	16/11/2024	Rommel	Ann	Nouveau	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	10.3	35	O9,58
30/11/2024	02/12/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Geitost	1	Produits laitiers	Frais	1.45	49	O1,38
01/12/2024	02/12/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	5.5	25	O5,14
16/12/2024	17/12/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec deux enfants ou plus	Gumbär Gummibärchen	0	Desserts	Plats	17.8	30	15
02/01/2023	03/01/2023	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Gumbär Gummibärchen	0	Desserts	Plats	17.8	10	15
18/01/2023	20/01/2023	Rodrigue	Maurizio	Nouveau	Ivry	94200	France	Soirée	Célibataire avec un enfant	Rössle Sauerkraut	0	Produits secs	Fruits & Légumes	26	12	23,36
10/02/2023	11/02/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Gumbär Gummibärchen	0	Desserts	Plats	17.8	30	15
10/02/2023	11/02/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Rössle Sauerkraut	0	Produits secs	Fruits & Légumes	26	30	23,36
19/02/2023	20/02/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Ipoh Coffee	0	Alcools	Boissons	26.3	3	21,73
07/03/2023	09/03/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Gorgonzola Telino	0	Produits laitiers	Frais	7.15	35	O6,48
02/04/2023	05/04/2023	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	8	20	O7,19
06/05/2023	09/05/2023	Boutin	Horst	Nouveau	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Schoggi Schokolade	0	Desserts	Plats	31.35	120	21,71
06/05/2023	09/05/2023	Boutin	Horst	Nouveau	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Geitost	1	Produits laitiers	Frais	1.8	16	O1,38
05/06/2023	06/06/2023	Lyonnais	Antonio	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	10	O9,9
08/06/2023	09/06/2023	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	30	O6,48
13/06/2024	14/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Gumbär Gummibärchen	0	Desserts	Plats	22.3	40	15
26/06/2024	29/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	55	O6,48
29/06/2023	01/07/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Steeleye Stout	0	Alcools	Boissons	12.85	20	O9,58
19/07/2023	21/07/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Matin	Couple avec un enfant	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	6	O6,48
26/07/2023	27/07/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	35	O6,48
29/07/2023	31/07/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	28	O7,19
01/08/2023	02/08/2023	Lyonnais	Antonio	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Sasquatch Ale	0	Alcools	Boissons	10	40	O7,44
22/08/2023	24/08/2023	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Gumbär Gummibärchen	0	Desserts	Plats	22.3	6	15
03/09/2023	06/09/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Steeleye Stout	0	Alcools	Boissons	12.85	30	O9,58
08/09/2023	10/09/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Schoggi Schokolade	0	Desserts	Plats	31.35	50	21,71
28/11/2023	01/12/2023	Cyr	André	Récent	Paris 5	75005	France	Matin	Célibataire sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	20	O7,19
01/12/2023	02/12/2023	Thibeau	Christina	Récent	Ivry	94200	France	Matin	Couple sans enfant	Chartreuse verte	0	Alcools	Boissons	12.85	20	O8,72
19/12/2023	21/12/2023	Arceneaux	Michael	Habitué	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Thüringer Rostbratwurst	0	Viandes	Plats	88.4	36	58,4
04/01/2024	06/01/2024	Lyonnais	Antonio	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Geitost	1	Produits laitiers	Frais	1.8	8	O1,38
12/01/2024	13/01/2024	Lyonnais	Antonio	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Geitost	1	Produits laitiers	Frais	1.8	30	O1,38
16/01/2024	17/01/2024	Cyr	André	Récent	Paris 5	75005	France	Après-Midi	Célibataire sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	4	O5,14
25/01/2024	28/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Thüringer Rostbratwurst	0	Viandes	Plats	88.4	40	58,4
27/02/2024	28/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Gumbär Gummibärchen	0	Desserts	Plats	22.3	30	15
12/03/2024	13/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	50	O6,48
13/03/2024	14/03/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Gumbär Gummibärchen	0	Desserts	Plats	22.3	15	15
20/07/2022	22/07/2022	Vilatte	Bernardo	Récent	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	10.3	20	O9,58
05/08/2022	07/08/2022	Gallant	Art	Nouveau	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Geitost	1	Produits laitiers	Frais	1.45	24	O1,38
10/11/2022	12/11/2022	Belanger	Helen	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Sasquatch Ale	0	Alcools	Boissons	8	14	O7,44
15/08/2022	16/08/2022	Belanger	Helen	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	5.5	20	O5,14
19/11/2022	20/11/2022	Belanger	Helen	Récent	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	10.3	10	O9,58
22/11/2022	24/11/2022	Simon	Philip	Nouveau	Paris 5	75005	France	Soirée	Couple sans enfant	Chartreuse verte	0	Alcools	Boissons	10.3	4	O8,72
14/10/2024	15/10/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	5.5	8	O5,14
21/11/2024	23/11/2024	Forest	Giovanni	Récent	Ivry	94200	France	Après-Midi	Couple sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	8	40	O7,19
10/02/2023	11/02/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Ipoh Coffee	0	Alcools	Boissons	26.3	20	21,73
17/02/2023	19/02/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	8	50	O7,19
25/02/2023	26/02/2023	Simon	Philip	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Ipoh Coffee	0	Alcools	Boissons	26.3	15	21,73
04/03/2023	05/03/2023	Belanger	Helen	Récent	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Geitost	1	Produits laitiers	Frais	1.45	12	O1,38
18/03/2023	21/03/2023	Levron	John	Récent	Paris 13	75013	France	Matin	Couple avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	10.5	10	O9,9
24/04/2023	25/04/2023	Lyonnais	Antonio	Nouveau	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	15	21,73
24/04/2023	25/04/2023	Lyonnais	Antonio	Nouveau	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Chocolade	0	Desserts	Plats	9.1	15	O6,48
17/05/2023	19/05/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Matin	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	25	O9,9
04/06/2024	06/06/2024	Bastarache	Renate	Récent	Paris 5	75005	France	Matin	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	10	O9,9
07/06/2024	08/06/2024	Bastarache	Renate	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec un enfant	Geitost	1	Produits laitiers	Frais	1.8	30	O1,38
22/06/2023	23/06/2023	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	30	O9,58
16/07/2023	17/07/2023	Rodrigue	Maurizio	Récent	Ivry	94200	France	Matin	Célibataire avec un enfant	Geitost	1	Produits laitiers	Frais	1.8	20	O1,38
03/08/2023	04/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Geitost	1	Produits laitiers	Frais	1.8	14	O1,38
03/08/2023	04/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	2	O9,9
07/08/2023	08/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Chartreuse verte	0	Alcools	Boissons	12.85	10	O8,72
22/08/2023	24/08/2023	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	20	O9,58
24/08/2023	25/08/2023	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	100	O7,19
16/11/2023	17/11/2023	Melanson	Paula	Habitué	Paris 5	75005	France	Matin	Couple sans enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	20	21,73
20/11/2023	22/11/2023	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Chartreuse verte	0	Alcools	Boissons	12.85	20	O8,72
02/12/2023	03/12/2023	Rodrigue	Maurizio	Récent	Ivry	94200	France	Après-Midi	Célibataire avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	20	O5,14
07/12/2023	09/12/2023	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	70	O9,9
29/12/2023	31/12/2023	Benoit	Matti	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	6	O7,19
29/12/2023	31/12/2023	Benoit	Matti	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	6	21,73
15/01/2024	18/01/2024	Champagne	Henriette	Récent	Paris 5	75005	France	Matin	Célibataire sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	20	O9,9
25/01/2024	28/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	40	21,73
03/02/2024	04/02/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Steeleye Stout	0	Alcools	Boissons	12.85	9	O9,58
08/02/2024	09/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Sasquatch Ale	0	Alcools	Boissons	10	12	O7,44
24/02/2024	26/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	42	O5,14
09/03/2024	11/03/2024	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	21	O9,58
04/09/2022	05/09/2022	Vilatte	Bernardo	Récent	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Gula Malacca	0	Condiments	Fruits & Légumes	11.05	24	O9,71
04/09/2022	05/09/2022	Vilatte	Bernardo	Récent	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	30.3	2	27,7
02/12/2022	04/12/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	11.05	77	O9,71
15/11/2024	16/11/2024	Rommel	Ann	Nouveau	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Maxilaku	1	Desserts	Plats	11.45	30	O9,86
19/11/2024	20/11/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Chocolade	0	Desserts	Plats	7.3	70	O6,48
21/11/2024	23/11/2024	Forest	Giovanni	Récent	Ivry	94200	France	Après-Midi	Couple sans enfant	Maxilaku	1	Desserts	Plats	11.45	30	O9,86
01/12/2024	02/12/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Gula Malacca	0	Condiments	Fruits & Légumes	11.05	40	O9,71
07/02/2023	10/02/2023	Simon	Philip	Récent	Paris 5	75005	France	Après-Midi	Couple sans enfant	Maxilaku	1	Desserts	Plats	11.45	21	O9,86
31/03/2023	03/04/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	11.05	15	O9,71
08/06/2023	09/06/2023	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	6	27,7
26/06/2024	29/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	100	O5,88
26/06/2024	29/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	48	27,7
29/06/2023	01/07/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	40	O9,71
14/07/2023	15/07/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	10	O9,71
14/07/2023	15/07/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	50	27,7
17/09/2023	19/09/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Chocolade	0	Desserts	Plats	9.1	6	O6,48
07/11/2023	09/11/2023	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	20	O5,88
17/12/2023	18/12/2023	Dumont	Fran	Habitué	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	20	27,7
15/01/2024	18/01/2024	Champagne	Henriette	Récent	Paris 5	75005	France	Matin	Célibataire sans enfant	Zaanse koeken	0	Desserts	Plats	6.8	40	O5,24
16/01/2024	17/01/2024	Cyr	André	Récent	Paris 5	75005	France	Après-Midi	Célibataire sans enfant	Zaanse koeken	0	Desserts	Plats	6.8	15	O5,24
25/01/2024	28/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	24	O9,71
06/02/2024	07/02/2024	Laliberte	Alexander	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	6.8	12	O5,24
21/02/2024	23/02/2024	Cyr	André	Récent	Paris 5	75005	France	Soirée	Célibataire sans enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	28	27,7
23/02/2024	25/02/2024	Devaux	Paolo	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Zaanse koeken	0	Desserts	Plats	6.8	5	O5,24
10/03/2024	11/03/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	50	O9,71
28/08/2022	29/08/2022	Leboeuf	Maria	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	7.55	30	O6,63
08/11/2022	11/11/2022	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Filo Mix	0	Pâtes et céréales	Plats	4	8	O3,84
28/12/2022	31/12/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	11.15	25	O9,56
29/10/2024	31/10/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Pâté chinois	0	Viandes	Plats	13.7	15	11,86
30/11/2024	02/12/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	16	28,01
01/12/2024	02/12/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	9	28,01
19/12/2024	20/12/2024	Cyr	André	Récent	Paris 5	75005	France	Après-Midi	Célibataire sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	20	28,01
17/01/2023	18/01/2023	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Tourtière	0	Viandes	Plats	4.2	80	O3,91
08/02/2023	10/02/2023	Simon	Philip	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	36	28,01
19/02/2023	20/02/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	30	18,86
19/02/2023	20/02/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	19.45	20	16,48
09/04/2023	12/04/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	14	18,86
05/05/2023	07/05/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	70	18,86
05/06/2023	06/06/2023	Lyonnais	Antonio	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	5	O9,56
05/06/2023	06/06/2023	Lyonnais	Antonio	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	15	28,01
07/06/2024	08/06/2024	Bastarache	Renate	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	35	16,48
16/06/2024	18/06/2024	Simon	Philip	Récent	Paris 5	75005	France	Matin	Couple sans enfant	Tourtière	0	Viandes	Plats	5.3	24	O3,91
01/08/2023	02/08/2023	Lyonnais	Antonio	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Perth Pasties	0	Viandes	Plats	23.45	25	16,14
19/08/2023	22/08/2023	Melanson	Paula	Habitué	Paris 5	75005	France	Après-Midi	Couple sans enfant	Zaanse koeken	0	Desserts	Plats	6.8	15	O5,24
20/10/2023	21/10/2023	Thibeau	Christina	Récent	Ivry	94200	France	Après-Midi	Couple sans enfant	Perth Pasties	0	Viandes	Plats	23.45	12	16,14
20/10/2023	21/10/2023	Thibeau	Christina	Récent	Ivry	94200	France	Après-Midi	Couple sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	20	16,48
26/10/2023	27/10/2023	Simon	Philip	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Pâté chinois	0	Viandes	Plats	17.15	12	11,86
01/12/2023	02/12/2023	Thibeau	Christina	Récent	Ivry	94200	France	Matin	Couple sans enfant	Tourtière	0	Viandes	Plats	5.3	6	O3,91
16/12/2023	18/12/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	12	18,86
03/01/2024	04/01/2024	Guidry	Miguel	Nouveau	Paris 13	75013	France	Après-Midi	Célibataire sans enfant	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	21	O9,71
24/01/2024	25/01/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	20	18,86
09/02/2024	11/02/2024	Rimbaut	Patricia	Nouveau	Ivry	94200	France	Matin	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	42	28,01
12/02/2024	14/02/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	35	28,01
18/02/2024	19/02/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	17.15	21	11,86
